Entity,Code,Year,Transport (tonnes),Forestry (tonnes),Energy (tonnes),Other sources (tonnes),"Agriculture, Land Use & Forestry (tonnes)",Waste (tonnes),Residential & commercial (tonnes),Industry (tonnes),Agriculture (tonnes)
Czech Republic,CZE,1996,10260072.6,-12724424.4,99315295.80000001,0,-12534000,0,16666077.5,5903043.800000001,0
Czech Republic,CZE,1997,10576456.899999999,-12719251.5,94751751.60000001,0,-12529000,0,16300251.5,5841982.5,0
Czech Republic,CZE,1998,10871107.9,-12714083.3,93944891,0,-12524000,0,15189747.4,5779917,0
Czech Republic,CZE,1999,13333420.4,-12708919.799999999,87556311.10000001,0,-12519000,0,14373627.7,5648150.4,0
Czech Republic,CZE,2000,13429200,-12703761,101290924,0,-12513000,0,18100000,5704180,0
Czech Republic,CZE,2001,14351900,-12466666.7,97700899,0,-12276000,0,16900000,5448080,0
Czech Republic,CZE,2002,14682000,-12466666.7,94791010,0,-12276000,0,15400000,5117480,0
Czech Republic,CZE,2003,16100000,-12466666.7,96231150,0,-12276000,194000,17700000,5192880,0
Czech Republic,CZE,2004,15400000,-12466666.7,93291420,0,-12276000,194000,17300000,5540180,0
Czech Republic,CZE,2005,16890000,-12466666.7,90471430,0,-12276000,193000,14500000,5499580,0
Czech Republic,CZE,2006,17285000,-6966666.7,89601460,0,-6776000,272000,15100000,5578280,0
Czech Republic,CZE,2007,18328000,-6966666.7,93941480,0,-6776000,322000,11600000,5756480,0
Czech Republic,CZE,2008,18847000,-6966666.7,87761580,0,-6776000,372000,11900000,5607480,0
Czech Republic,CZE,2009,18228000,-6966666.7,81241630,0,-6775000,432000,12100000,5095780,0
Czech Republic,CZE,2010,17199000,-6966666.7,86631680,0,-6776000,492000,13600000,5340080,0
Czechoslovakia,OWID_CZS,1990,11238129.2,-22785299.8,151052518.79999998,0,-22480000,0,51946538.800000004,12225059.8,0
Czechoslovakia,OWID_CZS,1991,9741896.2,-22780916.6,137706447.3,0,-22474000,0,45566912.4,10742584.5,0
Czechoslovakia,OWID_CZS,1992,11678774.5,-22776535.599999998,138086470.6,0,-22469000,0,31379752.3,10122509.5,0
Democratic Republic of Congo,COD,1990,567577.6,34861.2,960501,0,146571000,0,1466526.5,395538.2,0
Democratic Republic of Congo,COD,1991,480291.3,35019.7,777144.6,0,146571000,0,1317663.8,280353,0
Democratic Republic of Congo,COD,1992,442151.9,35178.8,761746.5,0,146571000,0,1151800.8,233545.09999999998,0
Democratic Republic of Congo,COD,1993,444853.2,35338.5,678275.5,0,146571000,0,1108870,213078.2,0
Democratic Republic of Congo,COD,1994,449653.5,35498.8,673607.3,0,146571000,0,959041.2999999999,207048.4,0
Democratic Republic of Congo,COD,1995,449251.3,35659.799999999996,809711.1,0,146571000,0,892981.1,170479.3,0
Democratic Republic of Congo,COD,1996,452154.7,35821.399999999994,682125.1,0,146573000,0,899186.2,241898.30000000002,0
Democratic Republic of Congo,COD,1997,445946.7,35983.600000000006,699832.5,0,146370000,0,902197.3,185985.7,0
Democratic Republic of Congo,COD,1998,452154.7,36146.5,703560.8999999999,0,146528000,0,1016988.3999999999,191968.3,0
Democratic Republic of Congo,COD,1999,452154.7,36310,703560.8999999999,0,146657000,0,1016988.3999999999,205147,0
Democratic Republic of Congo,COD,2000,458000,36474.1,691550,0,146258000,0,685000,219200,0
Democratic Republic of Congo,COD,2001,461000,-330027.69999999995,696730,0,145634000,0,597000,230030,0
Democratic Republic of Congo,COD,2002,461000,-330590.10000000003,732540,0,145562000,0,645000,257673.99999999997,0
Democratic Republic of Congo,COD,2003,464000,-331154.60000000003,796850,0,146040000,0,727000,295580,0
Democratic Republic of Congo,COD,2004,461000,-331721.5,855130,0,146649000,0,758000,323384,0
Democratic Republic of Congo,COD,2005,487000,-332290.5,922810,0,146242000,0,927000,377740,0
Democratic Republic of Congo,COD,2006,510000,299649.60000000003,977740,0,148362000,0,975000,383360,0
Democratic Republic of Congo,COD,2007,539000,300546.80000000005,1031680.0000000001,0,146736000,0,1050000,384690,0
Democratic Republic of Congo,COD,2008,565000,301447.5,1054420,0,146816000,0,1190000,386430,0
Democratic Republic of Congo,COD,2009,581000,302351.9,1074320,0,146364000,0,1260000,381230,0
Democratic Republic of Congo,COD,2010,661000,303259.9,1144220,0,147049000,0,1280000,404190,0
Denmark,DNK,1990,10475141.4,-1100000,32134432.1,0,606000,0,8724546.8,1179481,0
Denmark,DNK,1991,11093216.8,-1100000,41666538.2,0,606000,0,9017547.4,1348154.0999999999,0
Denmark,DNK,1992,11052493,-1100000,36487563.800000004,0,606000,0,8279305.899999999,1484636.2,0
Denmark,DNK,1993,11329840,-1100000,37876235.699999996,0,606000,0,8890147.1,1493854.2,0
Denmark,DNK,1994,11784512.9,-1100000,41973907.7,0,606000,0,8145085.699999999,1535699.7,0
Denmark,DNK,1995,11891826.8,-1100000,38434732.4,0,606000,0,8176995.7,1515347.5,0
Denmark,DNK,1996,12025335.9,-1100000,50840113.9,0,606000,0,8829337,1660493.6,0
Denmark,DNK,1997,12153493.3,-1100000,41622707.199999996,0,606000,0,8070615.5,1802589.3,0
Denmark,DNK,1998,12207393.1,-1100000,37917336.8,0,606000,0,7785355,1816610.9,0
Denmark,DNK,1999,12255969.1,-1100000,35070061.1,0,606000,0,7583074.6,1723614.1,0
Denmark,DNK,2000,12019000,-1100000,31483200,0,606000,0,6930000,1732633,0
Denmark,DNK,2001,12076900,-1288312,32978100,0,1705000,0,7040000,1750723,0
Denmark,DNK,2002,12242800,-1300663.3,32641340,0,1705000,0,6740000,1734558,0
Denmark,DNK,2003,12724700,-1313253.7,37785340,0,1705000,0,6730000,1630529,0
Denmark,DNK,2004,12911600,-1326090.3,31982340,0,1709000,0,6460000,1769144,0
Denmark,DNK,2005,13210500,-1339180.2,28396360,0,1705000,0,6330000,1697433,0
Denmark,DNK,2006,13315500,-859829.1000000001,36307870,0,974000,0,6170000,1735328,0
Denmark,DNK,2007,13934000,-859185.8999999999,31304380,0,972000,0,5720000,1773438,0
Denmark,DNK,2008,13491000,-858556.1,28981100,0,974000,0,5650000,1749938,0
Denmark,DNK,2009,12747000,-857939.1000000001,28064360,0,972000,0,5530000,1727538,0
Denmark,DNK,2010,12597000,-857334.6,28138800,0,972000,0,6050000,1904948,0
Djibouti,DJI,1990,183804.30000000002,0,527930.8999999999,0,0,0,447208.5,431.09999999999997,0
Djibouti,DJI,1991,167453.6,0,568592.5,0,0,0,511298.5,444.1,0
Djibouti,DJI,1992,164615,0,496797.1,0,0,0,426773,451.7,0
Djibouti,DJI,1993,169823.4,0,497250.80000000005,0,0,0,424369.39999999997,456.2,0
Djibouti,DJI,1994,163878.3,0,517766.89999999997,0,0,0,420568.5,461.5,0
Djibouti,DJI,1995,171100.5,0,501299.10000000003,0,0,0,476838.8,470.2,0
Djibouti,DJI,1996,170433.4,0,514989.9,0,0,0,434173.3,483.20000000000005,0
Djibouti,DJI,1997,175625.2,0,547998.2,0,0,0,485047.6,499.5,0
Djibouti,DJI,1998,187377.90000000002,0,806670.2000000001,0,0,0,212331.4,517.7,0
Djibouti,DJI,1999,194996,0,838656.1000000001,0,0,0,143973.6,535.6999999999999,0
Djibouti,DJI,2000,180099.8,0,770000,0,0,0,200000,551.8,0
Djibouti,DJI,2001,182500,0,781000,0,0,0,487000,565.9,0
Djibouti,DJI,2002,179025,0,772000,0,0,0,230000,578.8,0
Djibouti,DJI,2003,183624,0,805000,0,0,0,284000,590.5,0
Djibouti,DJI,2004,188022,0,843000,0,0,0,243000,602.1,0
Djibouti,DJI,2005,198520,0,887000,0,0,0,233000,612.7,0
Djibouti,DJI,2006,199918,0,890000,0,0,0,213000,624.1999999999999,0
Djibouti,DJI,2007,206916,0,922000,0,0,0,440000,634.9,0
Djibouti,DJI,2008,214114,0,958000,0,0,0,466000,645.5,0
Djibouti,DJI,2009,219212,0,982000,0,0,0,544000,656.1,0
Djibouti,DJI,2010,224410,0,1005000,0,0,0,621000,666.6999999999999,0
Dominica,DMA,1990,18778,-136061.6,10796.300000000001,0,-43000,0,27877.9,6412.200000000001,0
Dominica,DMA,1991,19296.399999999998,-136796.8,11141.1,0,-43000,0,26469.2,6439.099999999999,0
Dominica,DMA,1992,20227.699999999997,-137539.9,11669.4,0,-43000,0,24636.3,6487.8,0
Dominica,DMA,1993,19489.2,-138291.1,11789.8,0,-43000,0,22364.3,6551.3,0
Dominica,DMA,1994,22834.399999999998,-139050.3,14863.4,0,-43000,0,26106.6,6619.1,0
Dominica,DMA,1995,26205.600000000002,-139817.90000000002,16827,0,-43000,0,29299.2,6683.4,0
Dominica,DMA,1996,26555.5,-140593.9,16838.100000000002,0,-43000,0,29383.199999999997,6743,0
Dominica,DMA,1997,26352.699999999997,-141378.5,18122.6,0,-43000,0,19172.1,6799.400000000001,0
Dominica,DMA,1998,43043,-142171.8,18027.8,0,-43000,0,9277.8,6850.1,0
Dominica,DMA,1999,48897.3,-142973.9,18936,0,-43000,0,10483.599999999999,6892.9,0
Dominica,DMA,2000,46537,-143785,17770,0,-43000,0,9450,6928.4,0
Dominica,DMA,2001,57302,-86344.6,22110,0,12000,0,9510,6949.4,0
Dominica,DMA,2002,63443,-86836.29999999999,24300,0,12000,0,9830,6960.4,0
Dominica,DMA,2003,65543,-87333.7,24910,0,12000,0,10400,6970.4,0
Dominica,DMA,2004,73245,-87836.7,27850,0,12000,0,11300,6991.4,0
Dominica,DMA,2005,73364,-88345.6,28080,0,12000,0,9290,7023.4,0
Dominica,DMA,2006,82711,425810.60000000003,31060,0,526000,0,11900,7055.4,0
Dominica,DMA,2007,85350,428287.69999999995,32330,0,526000,0,10900,7086.400000000001,0
Dominica,DMA,2008,89731,430793.9,33940,0,526000,0,11100,7118.400000000001,0
Dominica,DMA,2009,97234,433329.5,31930,0,526000,0,9340,7150.5,0
Dominica,DMA,2010,97007,435895.2,36940,0,526000,0,9180,7182.5,0
Dominican Republic,DOM,1990,2744877,-10010000,3951343.1999999997,0,-10010000,5987.2,1020862,507036.1,0
Dominican Republic,DOM,1991,2567023,-10010000,4312594.8,0,-10010000,6099.3,1014142.3999999999,561095.5,0
Dominican Republic,DOM,1992,2844789.1,-10010000,5083855.6,0,-10010000,6368.400000000001,1351436.5,612631.5,0
Dominican Republic,DOM,1993,3000787.8000000003,-10010000,4640167,0,-10010000,6532.6,1554327,564189.9,0
Dominican Republic,DOM,1994,3533154.9,-10010000,5726090.199999999,0,-10010000,6733.5,1581975.7,563580,0
Dominican Republic,DOM,1995,3949833.4,-10010000,5831558.600000001,0,-10010000,6949.2,1727138.9,627956,0
Dominican Republic,DOM,1996,4345812.899999999,-10010000,6056294.3,0,-10010000,7235.1,1929629.3,708299.4,0
Dominican Republic,DOM,1997,4942263.100000001,-10010000,6949857.699999999,0,-10010000,7559.599999999999,2135579.6999999997,788804.3,0
Dominican Republic,DOM,1998,5650412,-10010000,7910687.3,0,-10010000,7880.200000000001,2438545.4,800504.7,0
Dominican Republic,DOM,1999,6174141.5,-10010000,8088131.9,0,-10010000,8235.900000000001,2739461.3,1231139.7,0
Dominican Republic,DOM,2000,6707000,-10010000,8051301.6,0,-10010000,8610,2850000,1285262,0
Dominican Republic,DOM,2001,6183000,-8653333.3,8356501.5,0,-8653000,8860,2750000,1123905,0
Dominican Republic,DOM,2002,6069000,-8653333.3,10061301.600000001,0,-8653000,9140,2540000,1234108,0
Dominican Republic,DOM,2003,5353000,-8653333.3,10081301.7,0,-8653000,9220,2500000,1174310,0
Dominican Republic,DOM,2004,5648000,-8653333.3,9703702.2,0,-8653000,9440,2770000,1064533,0
Dominican Republic,DOM,2005,5724000,-8653333.3,9381002.200000001,0,-8653000,9910,2570000,1104736,0
Dominican Republic,DOM,2006,5730000,-8726666.7,10496002.399999999,0,-8727000,10000,2490000,1494959,0
Dominican Republic,DOM,2007,5860000,-8726666.7,10917002.5,0,-8727000,10300,2580000,1615162,0
Dominican Republic,DOM,2008,6190000,-8726666.7,10688002.7,0,-8727000,10500,2700000,1545364,0
Dominican Republic,DOM,2009,6350000,-8726666.7,11124002.9,0,-8727000,10700,2750000,1535587,0
Dominican Republic,DOM,2010,6500000,-8726666.7,11560003.1,0,-8727000,10900,2800000,1665790,0
Eastern Africa,,1990,11626067.7,2926214.5,18470180.6,0,762521000,0,6348999.1,3395569.4,0
Eastern Africa,,1991,11002494,2972683.4,20642226.4,0,762521000,0,6485111.899999999,3491978,0
Eastern Africa,,1992,11814601.4,3020088.5,20307199.799999997,0,762521000,0,6328915.399999999,3330589.9,0
Eastern Africa,,1993,11856975.8,4644340.600000001,19409596.4,0,762521000,0,6944635.100000001,3259839,0
Eastern Africa,,1994,12184840.1,4711096.6,18189672.8,0,762521000,0,7038292.9,3131068.8,0
Eastern Africa,,1995,13283762.2,4779573.1,17305047.7,0,762521000,0,8103443.100000001,3643823.1,0
Eastern Africa,,1996,13796540.3,4849971.4,16358099.399999999,0,794780000,0,8367088.2,4130717.2,0
Eastern Africa,,1997,13617779.1,4922522.399999999,16248625.899999999,0,753968000,0,8486837.4,4049479.5,0
Eastern Africa,,1998,14139190.7,4997493.2,17432838.8,0,773907000,0,7507295.199999999,3854753.5,0
Eastern Africa,,1999,14837615.100000001,5075194.5,18462146.3,0,741136000,0,7916557,3690110.6,0
Eastern Africa,,2000,14380802.600000001,5155990.6,18231572.3,0,755681000,0,7911100,3909468.1,0
Eastern Africa,,2001,15400754.3,-62076473.5,19040002.400000002,0,614470000,0,7491100,4247338.800000001,0
Eastern Africa,,2002,15391512.9,-62028013.5,18182352.1,0,598649000,0,7530200,4354592.2,0
Eastern Africa,,2003,15832842.1,-61978818,16403842.100000001,0,630077000,0,8458400,4957205.399999999,0
Eastern Africa,,2004,16163220.5,-61928878.3,17651522.5,0,652187000,0,7392100,5316620.5,0
Eastern Africa,,2005,17476868.8,-61878186.800000004,19093992.4,0,699249000,0,7995600,5675718.399999999,0
Eastern Africa,,2006,18954370.7,-60713837.4,19425842.6,0,651078000,0,8291500,5877318.5,0
Eastern Africa,,2007,19786391.3,-60753953.699999996,19287552.599999998,0,641693000,0,9025300,6140100.7,0
Eastern Africa,,2008,19875235,-60796515.9,20277262.7,0,659400000,0,9006200,6313086.7,0
Eastern Africa,,2009,20151984.799999997,-60841856.3,21528852.8,0,619857000,0,9675000,6258889.9,0
Eastern Africa,,2010,21718196.5,-60890370,22120692.9,0,638587000,0,10176000,6657788.899999999,0
Eastern Asia,,1990,404583883.3,-443123003.6,2588002979.7999997,28400000,-392046000,15234949.9,750089477.1999999,387843858.1,0
Eastern Asia,,1991,432688345.4,-443226583.4,2723933013.7999997,28400000,-392046000,15736122.5,746124185.9000001,412837540.5,0
Eastern Asia,,1992,453500190.3,-443330959.7,2842633562.2999997,28400000,-392046000,16245784.7,718339641.6,453303860.2,0
Eastern Asia,,1993,484858140.59999996,-443436165.4,3020425062.2,28400000,-392046000,16759887.900000002,741969665.7,488267394.7,0
Eastern Asia,,1994,495618522.5,-443542235.5,3243174084.9,28400000,-392046000,17278139.4,721464968.6999999,526251591.40000004,0
Eastern Asia,,1995,524972433.8999999,-443649207.40000004,3473684719.9,28400000,-392046000,17798930.9,763490333.3000001,604434579.2,0
Eastern Asia,,1996,543594186.1,-443757121.09999996,3652260870,28400000,-392273000,18323579,775939095.9,539164850.1999999,0
Eastern Asia,,1997,564845729.5,-443866019,3665332069.3,28400000,-388745000,18852171.900000002,718872089.7,554128905.6,0
Eastern Asia,,1998,576475668.8,-443975946.79999995,3714792812.8,28400000,-392673000,19382867.8,645054669.9,538348220.9,0
Eastern Asia,,1999,601881218.1,-444086953.2,3644155124,28400000,-392867000,19918299.8,675580465.1,558261253.9,0
Eastern Asia,,2000,607668230,-444199090.5,3685780546.3,28400000,-390676000,20457268,667018000,574043682.7,0
Eastern Asia,,2001,616096790,-435657852.5,3719836902.2,28400000,-384929000,20989563,671315000,600115622.6999999,0
Eastern Asia,,2002,630152150,-435810413.1,3969159814,28400000,-384006000,21525157,689374200,635500521.7,0
Eastern Asia,,2003,661291570,-435964730.6,4488378416.7,28400000,-385596000,22165714,703822900,705555702.7,0
Eastern Asia,,2004,694793120,-436120892.5,5164759033.099999,28400000,-385864000,22707791,732717400,773001552.7,0
Eastern Asia,,2005,717784710,-436278993,5641068034.400001,28400000,-386485000,23252680,761309400,835403891.7,0
Eastern Asia,,2006,747191770,-583391967.1999999,6161950357.8,28400000,-543359000,23586048,758998300,928768822.7,0
Eastern Asia,,2007,784771230,-583547620.9,6596594274.6,28400000,-544197000,24025735,749741000,1005525492.6999999,0
Eastern Asia,,2008,762205200,-583703726,7282679759.1,28400000,-543763000,24364412,768463000,1030035031.7,0
Eastern Asia,,2009,775984830,-583860273.5999999,7561914833.9,28400000,-547163000,24802057,774106000,1134881281.7,0
Eastern Asia,,2010,824194371,-584017256.7,7949772237.200001,28400000,-548710000,25139662,812204000,1247429001.6999998,0
Eastern Europe,,1990,479538165.8,-102852859.2,3266224360.9,0,96151000,179291,852948618.8000001,278239247.8,0
Eastern Europe,,1991,483105422.2,-102880515,3059429273.6,0,96156000,192228.19999999998,786497195.6,252195679.20000002,0
Eastern Europe,,1992,395743104.70000005,-74423067.4,2483646448.6,0,113572000,203742,476142190.5,202014540.70000002,0
Eastern Europe,,1993,337948209,-74383944.5,2353950523.7,0,113599000,216737.1,506322849.70000005,168720841.1,0
Eastern Europe,,1994,304321177.5,-74376317.89999999,2113234516.2999997,0,113604000,229487,439562577,147298361.8,0
Eastern Europe,,1995,286610356.4,-74368597.4,2136887343.2,0,113609000,242478.6,430189422.4,151306755.4,0
Eastern Europe,,1996,282710822.5,-74360783.4,2071219346.3999999,0,124754000,255447.2,411597880.7,139529998.6,0
Eastern Europe,,1997,276919343.6,-74352876.2,1938069287.6,0,82193000,268461,390762170.4,138467612.7,0
Eastern Europe,,1998,307657798.20000005,-74344876.5,1900801036.3,0,133051000,281423.80000000005,337002329.3,130114735.3,0
Eastern Europe,,1999,307886510.3,-74336784.4,1879016303.8999999,0,95961000,294409.10000000003,360086376.1,136486175.4,0
Eastern Europe,,2000,292710350,-74328600.60000001,1938579722,0,101423000,385030,361310000,149320792,0
Eastern Europe,,2001,305949080,-262168497.8,1927721677.5,0,-58969000,396490,365930000,148962532,0
Eastern Europe,,2002,314231390,-262214619.7,1918786163.2,0,-51918000,408860,344160000,147064522,0
Eastern Europe,,2003,329346250,-262260147.3,1986743995.5,0,18591000,615330,356840000,161554743.6,0
Eastern Europe,,2004,344011160,-262305108.7,1976729786.8,0,-92456000,627800,356700000,168216256.8,0
Eastern Europe,,2005,350730180,-262349530.29999998,1942747539.1,0,-74015000,639190,348610000,173673254.2,0
Eastern Europe,,2006,365318580,-462206891.59999996,1988314322.2,0,-328938000,730030,360790000,183856322,0
Eastern Europe,,2007,379132600,-462279627.09999996,2016317087.6,0,-333158000,791880,354050000,190371402,0
Eastern Europe,,2008,388766100,-462352159.8,1977605218,0,-196132000,852730,367710000,184144073.20000002,0
Eastern Europe,,2009,381764310,-462424493.20000005,1822880790.8999999,0,-296218000,924580,341410000,162620309.5,0
Eastern Europe,,2010,393090940,-462496630.7,1856569763.8999999,0,-322968000,995420,351120000,174709005.89999998,0
Ecuador,ECU,1990,6882678.1,1730646.9,5783510.3,0,42437000,0,2168761.5999999996,851305.7,0
Ecuador,ECU,1991,7288445.2,1748745.7,6133305.9,0,42437000,0,2035444.3,839550.5,0
Ecuador,ECU,1992,7103751,1767069.0999999999,6648250.699999999,0,42437000,0,1862219.9000000001,953627.3,0
Ecuador,ECU,1993,7199349.199999999,1785621.2,6093718.600000001,0,42437000,0,1904868.2,987672.6,0
Ecuador,ECU,1994,7330670.100000001,1804406.3,7402296.6,0,42437000,0,2178505.8,1104443.9,0
Ecuador,ECU,1995,7458240.6,1823428.9000000001,8855476.5,0,42437000,0,2369307.6999999997,1034474.4,0
Ecuador,ECU,1996,8694591.3,1842693.5,9198382,0,42437000,0,2304950.1,1332893.8,0
Ecuador,ECU,1997,8912700.7,1862204.7,9595495.2,0,42437000,0,2274977.1999999997,1271338,0
Ecuador,ECU,1998,8924998.9,1881967.3,9357427.299999999,0,42437000,0,2325528.9,1136515.3,0
Ecuador,ECU,1999,8052391.899999999,1901986.3,8114967.800000001,0,42437000,0,2104053.8000000003,1006580.9,0
Ecuador,ECU,2000,9397700,1922266.5,8064000,0,42437000,0,2160000,1202612,0
Ecuador,ECU,2001,10128700,-510546.10000000003,8164000,0,33883000,0,2150000,1243548,0
Ecuador,ECU,2002,11707200,-513491,9457000,0,33883000,0,2320000,1264855,0
Ecuador,ECU,2003,11488780,-516470,9551000,0,33883000,0,2450000,1296141,0
Ecuador,ECU,2004,10908780,-519483.89999999997,9870000,0,33883000,0,2660000,1426677,0
Ecuador,ECU,2005,10498780,-522533.1,11053000,0,33883000,0,3130000,1508104,0
Ecuador,ECU,2006,11618780,-525618.2999999999,11692000,0,33883000,0,3170000,1649100,0
Ecuador,ECU,2007,12838780,-528740.2,10750000,0,33883000,0,3400000,1750027,0
Ecuador,ECU,2008,11622930,-531899.3,10962000,0,33883000,0,3310000,1572624,0
Ecuador,ECU,2009,13210975,-535096.5,12179000,0,33883000,0,3150000,1578750,0
Ecuador,ECU,2010,13250975,-538332.3,13619000,0,33883000,0,3220000,1734207,0
Egypt,EGY,1990,15880809.1,-547433.3,55809134.9,0,-547000,0,9489266.9,8307462.299999999,0
Egypt,EGY,1991,16604201.799999999,-547433.3,55069574.2,0,-547000,0,9030433.5,10207160.6,0
Egypt,EGY,1992,17235151.4,-547433.3,57430597.6,0,-547000,0,8871075.6,10015498.799999999,0
Egypt,EGY,1993,17918692.9,-547433.3,59569900,0,-547000,0,7919933.600000001,8598524.2,0
Egypt,EGY,1994,19626583.299999997,-547433.3,51496684.5,0,-547000,0,9112950.4,9242880.8,0
Egypt,EGY,1995,20805470.099999998,-547433.3,54761126.7,0,-547000,0,9745616.9,9563636.399999999,0
Egypt,EGY,1996,22024776,-547433.3,57953911.800000004,0,-547000,0,9992236.7,11687362.1,0
Egypt,EGY,1997,23609974.8,-547433.3,61848908.4,0,-547000,0,10806184.2,12057798.9,0
Egypt,EGY,1998,26186804,-547433.3,63630882.9,0,-547000,0,11514630.6,12517791.2,0
Egypt,EGY,1999,27814781.900000002,-547433.3,66924581.699999996,0,-547000,0,10668639.3,13899535.4,0
Egypt,EGY,2000,28630000,-547433.3,70934000,0,-547000,0,11000000,14206440,0
Egypt,EGY,2001,27660000,-583733.2999999999,72695100,0,-584000,0,11300000,15242650,0
Egypt,EGY,2002,28560000,-583733.2999999999,82983500,0,-584000,0,11700000,16355170,0
Egypt,EGY,2003,30110000,-583733.2999999999,88366900,0,-584000,0,11600000,15486590,0
Egypt,EGY,2004,30720000,-583733.2999999999,91753500,0,-584000,0,14400000,16352120,0
Egypt,EGY,2005,30220000,-583733.2999999999,102788500,0,-584000,0,17600000,17770540,0
Egypt,EGY,2006,32640000,-218533.3,108108600,0,-219000,0,18100000,19182060,0
Egypt,EGY,2007,36450000,-218533.3,110846200,0,-219000,0,19700000,19078590,0
Egypt,EGY,2008,35970000,-218533.3,110516300,0,-219000,0,20500000,19618010,0
Egypt,EGY,2009,38480000,-218533.3,105439300,0,-219000,0,22000000,22001440,0
Egypt,EGY,2010,36430000,-218533.3,109191400,0,-219000,0,23000000,23631860,0
El Salvador,SLV,1990,1267531.2,50091.9,677973.4,0,871000,0,167148.40000000002,292778.39999999997,0
El Salvador,SLV,1991,1380947.3,51290.5,1233479.5999999999,0,871000,0,175673.8,314420,0
El Salvador,SLV,1992,1598827.4,52518.2,1370710.7000000002,0,871000,0,203751.1,340888.2,0
El Salvador,SLV,1993,1748961.9,53775.799999999996,1597599.7,0,871000,0,237297.5,300020.4,0
El Salvador,SLV,1994,1862457.9000000001,55064.6,2040124.7000000002,0,871000,0,244732.9,406636.3,0
El Salvador,SLV,1995,2117086.4000000004,56385.7,2205334.3,0,871000,0,313269.9,403815.9,0
El Salvador,SLV,1996,2099362.4,57740.299999999996,1623183.2999999998,0,871000,0,279108.4,415247.1,0
El Salvador,SLV,1997,2134190.4,59129.7,2333271.9000000004,0,871000,0,427115,442835.5,0
El Salvador,SLV,1998,2291216.4,60555.4,2476568,0,871000,0,462612.6,459586.1,0
El Salvador,SLV,1999,2606819,62018.700000000004,2126377.3000000003,0,871000,0,432415.2,439791.7,0
El Salvador,SLV,2000,2530000,63521.1,2218200.8000000003,0,871000,0,437000,448003,0
El Salvador,SLV,2001,2540000,52413.200000000004,2348200.8000000003,0,875000,0,453000,490138,0
El Salvador,SLV,2002,2470000,53844.8,2470900.8,0,875000,0,400000,545752,0
El Salvador,SLV,2003,2680000,55317.2,2518500.8,0,875000,0,515000,570275,0
El Salvador,SLV,2004,2840000,56832.1,2388500.8,0,875000,0,504000,515558.99999999994,0
El Salvador,SLV,2005,2920000,58391.5,2458500.9,0,875000,0,521000,459322,0
El Salvador,SLV,2006,2790000,55250.6,2390900.9,0,834000,0,618000,530486,0
El Salvador,SLV,2007,2770000,56705.6,3130900.9,0,834000,0,491000,522269,0
El Salvador,SLV,2008,2770000,58203.299999999996,2990900.9,0,834000,0,515000,511394,0
El Salvador,SLV,2009,2950000,59745.5,2877201,0,834000,0,533000,506997,0
El Salvador,SLV,2010,2930000,61334.299999999996,2500901,0,834000,0,565000,550011,0
Equatorial Guinea,GNQ,1990,56533,-37508.8,23145.600000000002,0,5324000,0,16680.9,3613.5,0
Equatorial Guinea,GNQ,1991,55019.3,-37709,275655.39999999997,0,5324000,0,22596.3,3694,0
Equatorial Guinea,GNQ,1992,51131.799999999996,-37911.8,524483.6,0,5324000,0,17518.3,3782.9,0
Equatorial Guinea,GNQ,1993,56072.7,-38117.1,775192.1,0,5324000,0,20865.100000000002,3878.6,0
Equatorial Guinea,GNQ,1994,52852.1,-38325,1024462,0,5324000,0,20108.8,3977.2,0
Equatorial Guinea,GNQ,1995,56264.200000000004,-38535.7,1086913.8,0,5324000,0,23007.7,4076.2,0
Equatorial Guinea,GNQ,1996,56889.1,-38749.1,1169936,0,5324000,0,20897.9,4176,0
Equatorial Guinea,GNQ,1997,62746.4,-38965.200000000004,1591438.7,0,5324000,0,25984.5,4278.1,0
Equatorial Guinea,GNQ,1998,68159.5,-39184.3,1937700.5999999999,0,5324000,0,16702.7,4382.3,0
Equatorial Guinea,GNQ,1999,71347.09999999999,-39406.2,2074422,0,5324000,0,18382.5,4488.3,0
Equatorial Guinea,GNQ,2000,102451.9,-39631.100000000006,2166780,0,5324000,0,54100,4596.2,0
Equatorial Guinea,GNQ,2001,77238.4,48257.8,2477990,0,5360000,0,41200,460704.5,0
Equatorial Guinea,GNQ,2002,68636.2,48581.1,1887530,0,5360000,0,41300,479813.7,0
Equatorial Guinea,GNQ,2003,72438,48908.8,2058650,0,5360000,0,47600,498922,0
Equatorial Guinea,GNQ,2004,73536.90000000001,49240.9,2430110,0,5360000,0,37300,518037.29999999993,0
Equatorial Guinea,GNQ,2005,78736.3,49577.6,2451690,0,5360000,0,38200,537154.6,0
Equatorial Guinea,GNQ,2006,73135.5,31814,2388720,0,5434000,0,38800,561270.8,0
Equatorial Guinea,GNQ,2007,78834.7,32038.4,2470880,0,5434000,0,46100,561378.1,0
Equatorial Guinea,GNQ,2008,80733.90000000001,32266,2291380,0,5434000,0,48800,561494.4,0
Equatorial Guinea,GNQ,2009,81333.20000000001,32496.8,2231340,0,5434000,0,52300,568611.7000000001,0
Equatorial Guinea,GNQ,2010,81932.4,32730.899999999998,2171210,0,5434000,0,55800,576727.9,0
Eritrea,ERI,1993,211972.1,-182319.4,273916.5,0,1219000,0,148022.69999999998,31804.7,0
Eritrea,ERI,1994,289172.3,-181988.30000000002,314820.3,0,1219000,0,110107.4,34279.4,0
